Title,Abstract,True_LCSH,Predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
a faceless enemy : the origins of modern terrorism,"the purpose of this book is to provide the general public with a comprehensive view of the most critical aspects of modern terrorism the international dimension of the threats to the united states receives special attention and the discussion is punctuated with firsthand accounts of disquieting incidents in many countries that help document the scope of the dangers while the book covers developments only through 1998, the conclusions and warnings at that time were prophetic of the events that unfolded three years later and that will continue to unfold in the decades ahead",terrorism; technological innovations,"terrorism, international relations, national security, threat assessment, political violence, global security","Terrorism,International relations,National security,Proportional hazards models,Political violence,National security and globalization",0.50,0.17,0.43,0.53,6.00
my new home after yemen,"after fleeing civil war in yemen, sahar knows that she and her family are lucky to have escaped the violence and survived the trip to toronto, canada although she still has nightmares about bombings and losing her baby brother--sahar cannot believe how quickly her english is improving, and how much fun she had trick-or-treating on halloween for the first time paired with facts about the current situation in yemen and how different countries work to welcome and support refugees, sahar's story gives insight on a refugee's life in a new country",refugees; refugees; refugee children; refugee children; refugees,"yemen, refugees, immigrants, canada, Toronto, refugee children, resettlement, immigration and nationality law, family reunification, refugee children, psychological trauma, trauma in children, refugee mental health","Yemen,Refugees,Immigrants,Canada,Toronto,Refugee children,Obligations,Emigration and immigration law,Family reunification,Refugee children,Psychological abuse,Distress in children,Teenage refugees",1.00,0.17,0.40,0.53,12.00
"the zen of social media marketing : an easier way to build credibility, generate buzz, and increase revenue","""in 'the zen of social media marketing', shama hyder kabani, social media expert and president of the marketing zen group (marketingzencom), teachesyou the ""zen"" of social media marketing: how to use the most popular social media tools to find marketing nirvana"" --cover, p 4",internet marketing; social media; online social networks,"social media, Marketing, Credibility, Business, Revenue, Internet marketing","Social media,Marketing,Credibility,Business,Revenue,Internet marketing",0.67,0.33,0.57,0.67,6.00
using narrative in research,"""serving as an introduction to narrative methods and narrative analysis, christine bold's new book provides students, researchers, and other professionals with an introduction to the theory and practice of narrative approaches in research this book provides clear coverage of the informing theories and principles that underpin narrative traditions and offers the reader guidance on the main methods of collecting and analyzing narrative data this book does everything that a methods book needs to do it is practical, yet sets out the theory and history behind the approach, and it looks explicitly at design, ethics, data gathering, data analysis and writing as an ongoing process of narrative research bold's text deals comprehensively with conceptual issues within narrative research and is driven throughout by a range of real research specific examples of narrative analysis in action this is an ideal text for any student, researcher or professional interested in understanding and using narrative in research and analysis; it practical, example-driven coverage is ideally suited to those new to the field""--publisher description",narrative inquiry (research method),"Research methodology, Narrative research, Research methods, Qualitative research, Data analysis","Methodology,Narrative inquiry (Research method),Single subject research,Qualitative research,Analysis",1.00,0.20,0.50,0.53,5.00
making feminist media : third-wave magazines on the cusp of the digital age,"""it's about the media and craft cultures generated by riot grrrl and feminism's third wave its focus is on the feminist publications that began as zines in 1990s; in tracing their history, the author provides insight into the politics of feminism's recent past""-- provided by publisher",feminism; feminism; zines; women's periodicals; women,"feminism, women's periodicals, zines, riot grrrl movement, mass media, digital media, women's rights","Feminism,Women's periodicals,Zines,Riot grrrl movement,Mass media,Digital media,Women's rights",0.75,0.43,0.63,0.63,7.00
the confidence game : why we fall for it every time,"""a compelling investigation into the minds, motives, and methods of con artistsand the people who fall for their cons over and over again"" --amazon",swindlers and swindling; fraud; criminal psychology,"con artists, confidence tricks, deception, psychology","Blind artists,Confidence voting,Deception,Psychology",0.00,0.00,0.00,0.43,4.00
globalization and inequality in emerging societies,"""this volume studies the relation between globalization and inequalities in emerging societies by linking area and global studies, aiming at a new theory of inequality beyond the nation state and beyond eurocentrism""-- provided by publisher",globalization; economic development; international economic relations,"globalization, economic inequality, emerging markets, sociology, development studies, global studies","Globalization,Economic conditions,Economic indicators,Sociology,Development,Developed countries",0.33,0.17,0.39,0.64,6.00
unece standard on the marketing and commercial quality control of sweet peppers : explanatory brochure,"the explanatory brochure on the standard for sweet peppers has been developed to harmonize the interpretation of the standard, thereby facilitating international as well as national trade it addresses producers and traders, as well as inspection authorities it corresponds to the latest edition of the united nations economic commission for europe (unece) standard for sweet peppers (ffv-28), which was officially adopted in november 2009--publisher's description",sweet peppers; vegetable trade,"Sweet peppers, Marketing, Quality control, International trade, United Nations Economic Commission for Europe (UNECE) standards","Sweet peppers,Marketing,Quality control,International trade,Economic assistance, East European",0.50,0.17,0.43,0.42,6.00
killing bin laden : operation neptune spear 2011,"on may 2, 2011 a ten-year manhunt drew to a deadly end as the men of the us naval special warfare development group (aka seal team six) closed in on their prey, osama bin laden, the mastermind of the world trade center attack on september 11, 2001 flown from afghanistan by army special operations commands 160th special operations aviation regiment (airborne) and evading detection by the pakistani military, two us helicopters flew towards the compound where they believed bin laden to be forty minutes later one helicopter had crashed and five people were dead, including the al-qaeda leader in this book the story of the raid is told, from start to finish, using specially commissioned full-colour artwork, photographs, and maps the operation, codenamed neptune spear, is expertly analyzed and the events are told in a concise and clear account of its build-up, execution, and aftermath, demonstrating the skill and courage of the men who carried it out",special operations (military science); special operations (military science),"Osama bin Laden, Bin Laden, Raid, Operation Neptune Spear, Afghanistan, Pakistan, Terrorism, September 11 attacks, SEAL Team Six, Naval Special Warfare Development Group, United States, Military operations, Counterterrorism","Mystery,Death hoax,RAID (Computer science),Operation Neptune,Afghanistan,Pakistan,Terrorism,September 11 Terrorist Attacks, 2001,Seals,Naval battle groups,United States,Operations other than war,Cyberterrorism",0.00,0.00,0.00,0.27,14.00
identifying and quantifying rates of state motor fuel tax evasion,explores a methodological approach to examine and reliably quantify state motor fuel tax evasion rates and support agency efforts to reduce differences between total fuel tax liability and actual tax collections-- source other than library of congress,motor fuels; tax evasion,"motor fuels tax, taxation, tax evasion, auditing, public finance, revenue administration","Motor fuels,Taxation,Tax evasion,Auditing,Finance, Public,Revenue management",1.00,0.29,0.65,0.55,7.00
transportation then and now,"""leveled text and vibrant, full-color photographs take readers through the cultural and technological advances that affected transportation through time readers will compare life in the past to life today an infographic and what do you think? sidebars and an activity encourage deeper inquiry features reading tips for teachers and parents, a table of contents, a glossary, and an index""--provided by publisher",transportation; transportation,"transportation, history, comparative analysis, technology, social change","Transportation,History,Comparative method,Technology,Social change",1.00,0.20,0.50,0.44,5.00
the first modern risk : workplace accidents and the origins of european social states,"""in august 2008, the british government released its first 'national risk register', which contained an 'assessment of the risks of civil emergencies facing people in the uk' the register has been updated every two years since 'to ensure that changes to the assessment of risks in terms of impact, plausibility and likelihood are correctly captured' by 2015, the most significant risks facing britons were identified as pandemic flu and issues associated with weather, from coastal flooding to heatwaves and gales, alongside 'catastrophic terrorist attacks' and 'widespread electricity failure' 'major industrial accidents' ranked just behind regardless of where each of these risks fell on the scale, it was clear that the state would be called upon to plan for and clean up after each of them accordingly, a separate document on 'central government's concept of operations' outlined how, in theory, the state, with government as its agent, would act as risk manager""-- provided by publisher",industrial accidents; workers' compensation; welfare state; risk-taking (psychology),"Workplace accidents, Risk management, Social policy, European countries, Labor laws and legislation, Industrial safety, Occupational hazards, Government liability","Violence in the workplace,Risk management,Social policy,European Union countries,Labor laws and legislation,Industrial safety,Occupational mortality,Government liability",0.00,0.00,0.00,0.52,8.00
guide dogs,"""engaging images accompany information about guide dogs the combination of high-interest subject matter and narrative text is intended for students in grades 3 through 7""--provided by publisher",guide dogs,"Guide dogs, Service animals, Blind, Visual impairment","Guide dogs,Working animals,Blind,Vision disorders in old age",1.00,0.25,1.00,0.44,4.00
the modernization of the western world : a society transformed,"""presents an overview of the history of western civilization from ancient history to the current era of globalization""-- provided by publisher","social change; social change; civilization, modern; civilization, western","western civilization, globalization, history, modernization, social change","Western civilization,Globalization,History,Comparative organization,Social change",0.25,0.20,1.00,0.62,5.00
service dog heroes,"""the text opens with a true story of a service dog, and then it explains the history of service dogs and the training methods used to transform an ordinary dog into a canine hero""--provided by publisher",service dogs,"service animals, guide dogs, animal-assisted therapy, assistance dogs","Working animals,Guide dogs,Animal behavior therapy,Service dogs",1.00,0.25,0.43,0.67,4.00
terrorism,"looks at the techniques authorities use to prevent terrorism, including surveillance, data analysis, biodetectors, and dna evidence",terrorism; terrorism; terrorists,"terrorism, prevention, surveillance, data mining, dna evidence, counterterrorism","Terrorism,Prevention,Surveillance of,Data mining,DNA replication,Cyberterrorism",0.50,0.17,0.43,0.43,6.00
choosing a career in banking and finance,"offers an overview of careers in banking and finance-related fields, including required education, salaries, and job potential",banks and banking; finance,"Banking, Finance, Career development, Occupational training, Vocational guidance","Banking,Finance,Career development,Occupational training,Vocational guidance",0.50,0.20,0.39,0.53,5.00
"learn business analytics in six steps using sas and r : a practical, step-by-step guide to learning business analytics","apply analytics to business problems using two very popular software tools, sas and r no matter your industry, this book will provide you with the knowledge and insights you and your business partners need to make better decisions faster learn business analytics in six steps using sas and r teaches you how to solve problems and execute projects through the ""dcova and i"" (define, collect, organize, visualize, analyze, and insights) process you no longer need to choose between the two most popular software tools this book puts the best of both worlds--sas and r--at your fingertips to solve a myriad of problems, whether relating to data science, finance, web usage, product development, or any other business discipline you will: use the dcova and i process: define, collect, organize, visualize, analyze and insights harness both sas and r, the star analytics technologies in the industry use various tools to solve significant business challenges understand how the tools relate to business analytics see seven case studies for hands-on practice",business; sas (computer program language); r (computer program language); information visualization,"business analytics, sas (computer program), r (computer program), data science, decision making, management","Predictive analytics,SAS (Computer program language),R (Computer program language),Information science,Decision making,Management",0.50,0.33,0.69,0.65,6.00
reshaping beloved community : the experiences of black male felons and their impact on black radical traditions,reshaping beloved community examines the history of black male incarceration starting in the nineteenth century this examination highlights how the label felon and the use of the prison was intentionally deployed to recast black men as dangerous and to justify the use of penal structures to systematically erase black radical projects--provided by publisher,"prisons and race relations; african american men; african american prisoners; african american radicals; imprisonment; criminal justice, administration of","black men, Prisoners, African American men, Social movements, Black radicalism, Racial justice, Incarceration, Penal system, African American studies","Men, Black,Prisoners,African American men,Social movements,Radicalism,Racial justice,Mass incarceration,Criminal justice system,African American studies",0.14,0.10,0.63,0.66,10.00
multilateral surveillance,"surveillance is a core function of the imf, a critical element of its toolkit for promoting global financial stability multilateral surveillance brings into analysis economic linkages and policy spillovers between countries, as well as international economic and market developments this evaluation report covers the imf's multilateral surveillance activities during 2000-05 and addresses a variety of questions: do the issues analyzed under multilateral surveillance reflect the imf's comparative advantage? are these issues relevant and timely? how well are macroeconomic and capital market surveillance combined in the analysis of relevant issues? how well are the messages of multilateral surveillance presented? and does multilateral surveillance have an impact on country policies? the evaluation concludes with recommendations for the imf--publisher's description",economic policy,"multilateral surveillance, international monetary fund, global financial stability, economic policy, economic development, financial institutions, surveillance","Surveillance of,International finance,Global Financial Crisis, 2008-2009,Economic policy,Economic development,Financial institutions,Surveillance of",1.00,0.14,1.00,0.48,7.00
making the most of your money now : the classic bestseller,"consumers union named making the most of your money the best personal finance book on the market now jane bryant quinn's bestseller has been completely revised and updated for 2010 and beyond america's most trusted financial adviser, who helped millions of readers meet their goals in the 1990s, now provides a guide to financial recovery, independence, and success in the new economy--from publisher description","finance, personal; investments","Personal finance, Money management, Consumers' organizations, Economic recovery","Finance, Personal,Cash management,Consumers,Economic stabilization",0.67,0.40,0.50,0.66,5.00
"ethics, moral life and the body : sociological perspectives","""what kinds of contributions can sociologists make to debates about ethics? what makes sociological investigation of morality and ethical issues distinct from philosophical concerns? is there a place for a separate subfield within the discipline of sociology that deals specifically with questions of ethics and morality? this book places these questions on the sociological agenda the first part of the book addresses the 'ethical turn' in sociology, and includes chapters on defining ethics and morality, lay understandings of ethics, sociological accounts of moral life, and the relation of sociology to bioethics these chapters examine alternative conceptions to mainstream discussions regarding embodiment and ethics the book provides insight into both recent debates in the humanities and social sciences about the circulation and transfer of bodily fluids, tissues, and organs, and the gift-exchange, reciprocity practices, and institutions that make these body economies possible""-- provided by publisher",sociology; ethics,"Sociology, ethics, morality, body, bioethics, social ethics, lay morality","Sociology,Ethics,Moralities,Bodies,Bioethics,Social ethics,Moral exhortation",1.00,0.29,0.54,0.70,7.00
safety first,"introduces the concept of safety, providing examples of how to be safe at home, in school, while traveling, and on the playground",safety education; children's accidents,"Safety measures, Personal safety, Accident prevention, Home safety, School safety, Travel safety, Playground safety","Safety measures,Safety measures,Accident prevention,Home accidents,School accidents,Travel delays,Playgrounds",0.00,0.00,0.00,0.56,6.00
"calmer, easier, happier parenting : five strategies that end the daily battles and get kids to listen the first time","when children and teenagers are at their best, it is easy to enjoy them, teach them, live with them and appreciate them however, when they are defiant, argumentative or withdrawn, it is easy to get wound up, to argue back, threaten, nag and shout if this sounds like the situation in your house, then calmer, easier, happier parenting is for you",parent and child; parenting; child rearing; discipline of children,"Parenting, Child psychology, Family relationships, Conflict management","Parenting,Child psychology,Family relationships,Conflict management",0.25,0.25,0.50,0.61,4.00
higher : 100 years of boeing,"in one hundred years, the boeing company went from producing a single canvas and wooden pontoon plane in a converted boathouse to being the world's largest aerospace company the thrilling story of the celebrated organization is one filled with ambition, ingenuity, and a passion to exceed expectations in this lavishly illustrated book, pulitzer prize-nominated author russ banham recounts the tale of a company and an industry like no other--one that has put men on the moon, defended the free world, and changed the way humans live in their world",aircraft industry; aerospace industries; boeing airplanes,"Boeing Company, Aerospace industry, History, Aeronautics, Industrial history","Airplanes, Company,Aerospace industries,History,Aeronautics,Industrialization",0.33,0.17,1.00,0.63,6.00
toleration in conflict : past and present,"""the concept of toleration plays a central role in pluralistic societies it designates a stance which permits conflicts over beliefs and practices to persist while at the same time defusing them, because it is based on reasons for coexistence in conflict - that is, in continuing dissension a critical examination of the concept makes clear, however, that its content and evaluation are profoundly contested matters and thus that the concept itself stands in conflict for some, toleration was and is an expression of mutual respect in spite of far-reaching differences, for others, a condescending, potentially repressive attitude and practice rainer forst analyses these conflicts by reconstructing the philosophical and political discourse of toleration since antiquity he demonstrates the diversity of the justifications and practices of toleration from the stoics and early christians to the present day and develops a systematic theory which he tests in discussions of contemporary conflicts over toleration""-- provided by publisher",toleration; religious tolerance; toleration,"toleration, Conflict of laws and regulation of, Social tolerance, Pluralism, Political science, Philosophy, Ethics","Toleration,Preliminary questions (Conflict of laws),Social acceptance,Pluralism,Political science,Philosophy,Ethics",0.50,0.14,0.50,0.40,7.00
risk tolerance in financial decision making,"""this book sheds light on the emotional side of risk taking behaviour using an innovative cross-disciplinary approach, mixing financial competences with psychology and affective neuroscience in doing so, it shows the implications for market participants and regulators in terms of transparency and communication between intermediaries and customers""-- provided by publisher",financial risk management; finance; risk management,"Financial risk, Risk tolerance, Decision making, Financial planning, Psychology and finance, Neuroscience and finance, Market participants, Financial regulation, Transparency in finance, Financial communication","Financial risk,Risk,Decision making,Financial applications,Finance, Personal,Neuroeconomics,Markets,Regulation,Transparency (Ethics) in finance,Communication in financial institutions",0.33,0.09,0.29,0.60,11.00
"on the (im)possibility of business ethics : critical complexity, deconstruction, and implications for understanding the ethics of business","corporations, and the environments in which they operate, are complex, with changing multiple dimensions, and an inherent capacity to evolve qualitatively a central premise of this study is that a postmodern reading of ethics represents an expression of, and an engagement with, the ethical complexities that define the business landscape in particular, the deconstructive philosophy of jacques derrida offers a non-trivial reading of a complex notion of ethics, and thereby helps us to develop the skills necessary to critique and intervene in our practices, and to develop robust strategies for living in the absence of prescriptive ethical frameworks although a central premise of this study is that substantive ethical claims can only be generated within a given context, the study nevertheless presents readers with a meta-position that illustrates the type of considerations that should inform ethical reflection from a complexity perspective in order to illustrate the value that this meta-position holds for business ethics, these considerations are explored in terms of the implications that they hold for our understanding of corporate social responsibility, for the practice of responsible management and leadership practices, and for teaching business ethics-- source other than the library of congress",business ethics; management,"Business ethics, Corporate social responsibility, Derrida, Jacques, Postmodernism, Complexity (Philosophy), Management, Leadership, Ethics","Business ethics,Corporate power,Stenurida,Route Jacques-Cœur,Postmodernism,Complexity (Philosophy),Management,Leadership,Ethics",1.00,0.22,0.80,0.53,9.00
the reinvention of distinction : modernity and the middle class in urban vietnam,"""this pioneering collection brings together an international group of scholars to explore the vietnamese middle class from the leisure pursuits of the colonial middle class to the impact of the new urban rich on landscape of the countryside, this interdisciplinary volume explores the ways in which middle classness has been practiced in a wide range of contexts throughout the 20th century and into the 21st in addition to offering insights into how middle classness was and is constituted and negotiated, this collection illuminates the cultural and social conditions of two distinctive periods in vietnamese history three historical chapters consider how middle class status was experienced and displayed under french colonialism and in 1960s republican these chapters offer examinations of middle classness through recreation, consumption, and associational life six contemporary studies examine the modes of experimentation and practice within middle class urban vietnam still a sensitive topic politically, the contemporary middle class, nascent but increasingly powerful, is exerting a strong impact on the shape of contemporary society and culture, as well as on urban and rural landscapes this volume offers a series of studies which critically interrogate the practices of those who engage in or aspire to urban middle-class lifestyles in vietnam both in the past and in the present""--publisher's website",middle class; city dwellers,"urban middle class, Vietnam, Social classes, Middle class, Colonialism, Consumer behavior, Urbanization, Recreation, French colonies, Vietnam History, Republican Vietnam, 20th century, 21st century","Urban poor,Vietnam,Social classes,Middle class,Colonial influence,Consumer behavior,Urbanization,Recreation,Colonies,Vietnam War, 1961-1975,Vietnam,20th century,21st century",0.50,0.08,0.36,0.41,13.00
modern romance,"at some point, every one of us embarks on a journey to find love we meet people, date, get into and out of relationships, all with the hope of finding someone with whom we share a deep connection this seems standard now, but it's wildly different from what people did even just decades ago single people today have more romantic options than at any point in human history with technology, our abilities to connect with and sort through these options are staggering so why are so many people frustrated? some of our problems are unique to our time: ""why did this guy just text me an emoji of a pizza?"" ""should i go out with this girl even though she listed combos as one of her favorite snack foods? combos?!"" ""my girlfriend just got a message from some dude named nathan who's nathan? did he just send her a photo of his penis? should i check just to be sure?"" but the transformation of our romantic lives can't be explained by technology alone in a short period of time, the whole culture of finding love has changed dramatically a few decades ago, people would find a decent person who lived in their neighborhood their families would meet and, after deciding neither party seemed like a murderer, they would get married and soon have a kid, all by the time they were twenty-four today, people marry later than ever and spend years of their lives on a quest to find the perfect person, a soul mate for years, aziz ansari has been aiming his comic insight at modern romance, but for this book he decided he needed to take things to another level he teamed up with nyu sociologist eric klinenberg and designed a massive research project, including hundreds of interviews and focus groups conducted everywhere from tokyo to buenos aires to wichita they analyzed behavioral data and surveys and created their own online research forum on reddit, which drew thousands of messages they enlisted the world's leading social scientists, including andrew cherlin, eli finkel, helen fisher, sheena iyengar, barry schwartz, sherry turkle, and robb willer the result is unlike any social science or humor book we've seen before",man-woman relationships; man-woman relationships; dating (social customs); dating (social customs); courtship; courtship; dating (social customs),"modern romance, courtship rites, love, social behavior, relationships, sociology, dating (social), internet dating, culture, marriage, single people, social psychology","Romance films,Courtship,Love,Social psychology,Joking relationships,Sociology,Dating (Social customs),Online dating,Culture,Marriage,Single people,Social psychology",0.67,0.18,0.78,0.54,11.00
communication power,"drawing on a wide range of social and psychological theories, castells presents original research on political processes and social movements he applies this analysis to numerous recent events - the misinformation of the american public on the iraq war, the global environmental movement to preventclimate change, the control of information in china and russia, barak obama's internet-based presidential campaigns, and (in this new edition) responses to recent political and economic crises such as the arab spring and the occupy movement on the basis of these case studies he proposes a newtheory of power in the information age based on the management of communication networks",communication; power (social sciences); communication and technology,"Communication, Power (Social sciences), Information networks, Social movements, Political participation, Iraq War, Environmentalism, China, Russia, Internet in politics, Obama, Arab Spring, Occupy movement, Mass media and politics","Communication,Power (Social sciences),Information networks,Social movements,Political participation,Iraq,Environmentalism,China,Russia,Internet in public relations,Presidents,Arab Spring, 2010-,Occupy movement,Mass media",0.67,0.13,0.40,0.40,15.00
developing nations' debt,"""this title examines one of the worlds critical issues, developing nations' debt readers will learn the historical background of this issue leading up to its current and future impact on society what is debt, types of debt, how the debt crisis began, and the human cost of debt and poverty are discussed in detail causes of debt such as costs of oil and war are examined affects of debt and its servicing are also covered""--provided by publisher","debts, external; debt relief","International economic relations, Economic development, Developing countries, Debt, Poverty","International economic relations,Economic development,Developing countries,Debt,Poverty",0.00,0.00,0.00,0.42,5.00
democracy and development in india's north-east : challenges and opportunities,"contributed articles presented at the seminar on democracy and development in india's north-east: challenges and opportunities, organized by the icssr-north-eastern regional centre, shillong during 6-7 december 2013",economic development; democracy,"democracy, India, North-eastern states, Economic development, Politics and government, Regional development, India","Democracy,India,East (U.S.),Economic development,Politics and government,Regional planning,India",1.00,0.33,0.69,0.60,6.00
will robots take your job? : a plea for consensus,"""the trend that began with atms and do-it-yourself checkouts is moving at lightning speed everything from driving to teaching to the care of the elderly and, indeed, code-writing can now be done by smart machines conventional wisdom says there will be new jobs to replace those we lose ? but is it so simple? and are we ready? technology writer and think tank director nigel cameron argues it's na?ve to believe we face a smooth transition whether or not there are ""new"" jobs, we face massive disruption as the jobs millions of us are doing get outsourced to machines a twenty-first-century ""rust belt"" will rapidly corrode the labor market and affect literally hundreds of different kinds of job simultaneously robots won?t design our future ? we will yet shockingly, political leaders and policy makers do not seem to have this in their line of sight so how should we assess and prepare for this unknown future?""-- provided by publisher",labor supply; technological innovations; automation,"Job displacement, Robotics, Artificial intelligence, Technological innovations, Labor market, Employment, Economic forecasting, Cameron, Nigel","Employment stabilization,Robotics,Artificial intelligence,Technological innovations,Labor market,Employment,Economic forecasting,Cameron Cone,Nigella",0.33,0.11,0.32,0.48,9.00
cooperative innovation : science and technology policy,"""research cooperation in a nation is a fundamental key to national competitiveness in technology that supports growth in a national economy to fully understand why some nations are more successful in innovation than others, one must examine the structure and process of knowledge creation and use -- the science & technology policy of a nation national innovation requires progress both in science & technology, and also in economy research cooperation for innovation is necessary, since science, technology, and production are performed in different sectors of a nation universities conduct research science, and science discovers nature governments support most of the research in universities, and therefore are the principal sponsors of science industry develops most technology and commercializes technology into economically useful products/services the structure and process of knowledge in a nation thus requires (1) creation of knowledge in science, (2) translation of science into technology, and (3) design of technology into commercialization of utility at a national level, innovation is thus a complicated concept -- proposing a need to identify the proper ways that government-university-industry can cooperate to advance knowledge and economically benefit from innovation special programs in science & technology policy that have proven beneficial in fostering research cooperation for national competitiveness will be covered in this book cooperative innovation: science & technology policy helps readers understand a practical science & technology policy for a nation its contents are particularly useful for government administrators of research, industrial research directors, university research directors, and students of science & technology policy""-- provided by publisher","technological innovations; technology and state; science and state; research, industrial; research; academic-industrial collaboration","science policy, technology policy, innovation, research, universities, government, industry, economic development, competitiveness, science and technology, knowledge creation, knowledge translation, technology commercialization","Democracy and science,Technology and state,Efficiency,Research,Universities and colleges,Government,Industries,Economic development,Competition, Imperfect,Science,Knowledge, Theory of,Self-translation,Direct marketing",0.33,0.13,0.31,0.53,15.00
agricultural management strategies in a changing economy,"""this book brings together emergent research and best practices in the area of agricultural management, policy, and structures, highlighting theoretical concepts and empirical research""-- provided by publisher",agriculture; strategic planning; farm management,"Agricultural management, Economic policy, Agricultural economics, Agriculture and state","Agricultural services,Economic policy,Agricultural economists,Agriculture and state",0.00,0.00,0.00,0.72,4.00
everything is wonderful : memories of a collective farm in estonia,"in 1993, sigrid rausing, a young student working on a phd in anthropology, went to spend a year living in estonia, a remote baltic state that had just gained independence from the recently collapsed soviet union armed with a notebook, rudimentary estonian, and a clunky laptop, she arrived in the peninsula of noarootsi, on estonia's north-western tip, and made her way to the village of purksi, the place that would be her home for the next twelve months",collective farms; swedes; swedes; post-communism,"Collective farms, Estonia, Rural conditions, Anthropology, Soviet Union, Baltic States","Collective farms,Estonia,Rural conditions,Anthropology,Soviet Union,Baltic States",0.33,0.17,0.43,0.53,6.00
food fraud,"food fraud provides an overview of the current state on the topic to help readers understand which products are being impacted, how pervasive food fraud is, and what laws are in effect across the developed world as international food trade increases, food processors, distributors, and consumers are purchasing more and more food from foreign countries that, in many cases, have inadequate oversight or control over what is coming into our supermarkets, restaurants, and refrigerators this book is an essential quick reference that will familiarize readers with the latest issues surrounding the food industry",food adulteration and inspection; food adulteration and inspection; food fraud; food industry and trade,"food adulteration, food industry, fraud, food security, consumer protection, international trade","Live food,Food industry,Fraud,Food security,Consumer protection,International trade",0.00,0.00,0.00,0.60,6.00
manager onboarding : 5 steps for setting new leaders up for success,"'manager onboarding' will walk hr managers and business leaders through the process of creating a manager onboarding program while onboarding has many touchpoints in a manager's career, this book is going to focus on the new hire or newly promoted phase it is for hr and business leaders who are looking for a roadmap to designing a manager onboarding program",personnel management; leadership,"manager onboarding, Personnel management, Executives, Organizational behavior, Leadership, Employee orientation","Goal setting in personnel management,Personnel management,Executives,Organizational behavior,Leadership,Employee orientation",1.00,0.33,0.85,0.71,6.00
gun control,"discusses the history of guns and gun control in the united states, relevant laws and legal cases, and the arguments posed by both sides in the debate about how much government control there should be over firearms",gun control; firearms ownership; firearms,"Firearms, Gun control, United States, Law and legislation, Government regulation, Right to bear arms","Firearms,Gun control,United States,Law and legislation,Government regulation of ...,Vested rights",0.67,0.33,0.52,0.57,6.00
"effects of it on enterprise architecture, governance, and growth","""this book explores the influence of emerging technology on different viewpoints associated with contemporary enterprise, emphasizing an interdisciplinary approach to the comprehension of organizational structure and dynamics""-- provided by publisher",business enterprises; information technology; industrial management; organizational change,"Information technology, Enterprise architecture, Organizational change, Business growth, Organizational governance, Emerging technologies","Information technology,Communication in architectural design,Organizational change,Business forecasting,Corporate governance,Appropriate technology",0.50,0.33,0.61,0.66,6.00
investigating the social world : the process and practice of research,"""a comprehensive, balanced text text for research methods courses found in sociology, communication/journalism, political science, public administration, and other social science disciplines it is used in undergraduate through graduate level courses""--provided by publisher",social problems; social sciences,"Research methods, sociology, social sciences, social science research, research design, methodology","Single subject research,Sociology,Social sciences,Social sciences,Group work in research,Methodology",0.50,0.20,0.63,0.57,5.00
new business networking : how to effectively grow your business network using online and offline methods,the author shows how to combine proven offline business networking techniques with the newest social media to build networks more efficiently and effectively,business networks; business; online social networks,"business networking, small business, entrepreneurship, social media, business communication","Business networks,Small business,Entrepreneurship,Social media,Business communication",0.33,0.20,0.39,0.75,5.00
violette nozière : a story of murder in 1930s paris,"on an august evening in 1933, in a quiet, working-class neighborhood in paris, eighteen-year-old violette nozière gave her mother and father glasses of barbiturate-laced ""medication,"" which she told them had been prescribed by the family doctor; one of her parents died, the other barely survived almost immediately violette's act of ""double parricide"" became the most sensational private crime of the french interwar era, discussed and debated so passionately that it was compared to the dreyfus affair",women murderers; murder; women; parricide,"Nozière, Violette, Murder, Family crimes, Paris, France, 20th century, Crime, Dreyfus Affair","Grand Hazier,Violet (Color),Murder,Family violence,Paris,France,20th century,Crime,Tragicomedies",0.25,0.11,0.32,0.44,9.00
graduate to a great job : make your college degree pay off in today's market,"""more than 50% of recent college grads are unemployed or doing jobs that don't require a college degree/ how can you make sure you score a good job and launch a career you're excited about? succeeding in today's job market means knowing what works--and what doesn't based on more than 30 case studies of recent grads who have successfully landed good jobs, this book shows how to: focus your search on jobs you really want; maximize the value of internships; use social media technologies to stand out from the competition; build a great network that produces promising job leads; immediately become a stronger candidate""--publisher's description",job hunting; vocational guidance; college students,"Vocational guidance, Career development, College graduates, Employment, Job searching, Internships, Social media, Professional networks","Vocational guidance,Career development,College graduates,Employment,Job hunting,Internship programs,Social media,Professional learning communities",0.67,0.25,0.58,0.63,8.00
15 mexican states,"despite macro-economic stability in recent years, mexico still suffers from stagnant productivity growth mexico's long-term competitiveness in a global context will require greater public and private action to spur innovation and economic growth in regions throughout the country this report reviews how both national and state policies in mexico can better support regional innovation systems--publisher's description",technological innovations; technological innovations; technological innovations; regional economics; mexican states,"Mexico, Economic development, Productivity, Regional planning, Innovation, Economic growth, Public-private sector cooperation, Mexico -- Economic conditions, Mexico -- Economic policy","Mexico,Economic development,Productivity,Regional planning,Efficiency,Negative growth (Economics),Public-private sector cooperation,Economic assistance, Mexican,Economic assistance, Mexican",0.00,0.00,0.00,0.53,9.00
