title,abstract,lcsh_subject_headings,predicted_LCSH,Replaced_Predictions,recall,precision,ndcg,semantic_similarity,num_predicted_labels
straight talk about south carolina divorce law,"""a clear and detailed guide to how divorce and family law cases are actually handled and resolved in south carolina it is a practical and realistic overview of how lawyers, experts and mediators operate, and how family court judges decide what happens in divorce, custody and matrimonial cases""--p [4] of cover",divorce; separation (law); husband and wife; domestic relations,"Family Courts,Divorce (Law),South Carolina,Mediation,Family Law,Marriage,Judges,Legal Guides,Custody of Children","Court family,Marriage law,South Carolina,Mediation,Law family,Marriage,Judges,Legal research,Custody of children",0.00,0.00,0.00,0.44,9.00
intellectual property in the life sciences : a global guide to rights and their applications,"""in the context of challenging economic circumstances, increasing generic competition and greater pressure on drug pipelines, these are unprecedented times for the life sciences sector the response from many quarters has been diversification and the movement of business models away from traditional 'blockbuster' small-molecule drugs towards more varied products however, from university start-ups to the established pharmaceutical giants, the life sciences business still hinges on one simple rule: the need for market exclusivity given the difficulty and expense involved in life sciences research, it follows that ip rights, in all their forms, are intricately interwoven with the life sciences intellectual property in the life sciences is an exciting new title designed to provide guidance on the ip issues affecting the life sciences sector it uniquely satisfies two practical needs: a global reach that reflects the worldwide markets within which the life sciences industry now operates, and a sector-based approach addressing the issues that those in the business face written by a team of the world's leading specialists in the field, including lewis ho from simmons & simmons, joachim feldges from field fisher waterhouse, miquel montana from clifford chance and pravin anand from anand and anand, this accessible guide provides an overview of the key international and european ip legislation, complementing the book's central theme of monopoly protection in addition, the book features coverage from 15 jurisdictions of the most important and topical life sciences issues on which intellectual property has an impact subjects explored within the national chapters include small molecules, secondary patents, dna, biologicals and personalised medicines, patent infringement and enforcement, compulsory licensing, branding and designs, counterfeiting and collaborative models this new guide is essential reading for lawyers, in-house counsel and other professionals advising firms in the life science industry""--provided by publisher",biotechnology industries; biotechnology industries; intellectual property,"Biologicals,Life sciences,Intellectual property law,DNA,Science business,Intellectual property,Biomedical research,Research and development,European law,Personalized medicine,Gene patents,Monopoly,Compulsory licensing,Market exclusivity,International business enterprises,Patent protection,Medical innovations,Competition,Patent law,Economic conditions,Generic drugs,Pharmaceutical law,Globalization,Collaborative models,Intellectual property rights,Small molecule drugs,Pharmaceutical industry,Biotechnology,Patent infringement,Counterfeiting,Biomedical patents,Technology transfer,Patent enforcement.","Biologicals,Life sciences,Intellectual property,DNA,Science and industry,Intellectual property,Biomedical engineering,Research and development projects,Limitation of actions (Roman-Dutch law),Medicine bundles,Patents,Monopoly (Game),Exclusive licenses,Efficient market theory,International business enterprises,Patent infringement,Medical innovations,Competition,Obviousness (Patent law),Economic conditions,Generic drugs,Prescription (Law),Globalization,Models and modelmaking,Intellectual property,Drug receptors,Pharmaceutical industry,Biotechnology,Patent infringement,Counterfeits and counterfeiting,Medical innovations,Technology transfer,Patent infringement",0.50,0.04,0.22,0.42,28.00
laws against strikes : the south african experience in an international and comparative perspective,"the marikana massacre at a platinum mine in south africa on 16 august 2012 reflected a deep social crisis in post-apartheid south africa, but also marked a failure of voluntary collective bargaining against the backdrop of marikana and other violent protest action in ""south africa, laws against strikes examines what went wrong with labour relations in south africa and what can be done to stabilise and improve those relations in the european union, the right to strike has been at the centre of the complex and controversial jurisprudence of the court of justice regarding industrial action, which started with the rulings in viking and laval in 2007 although violence was not a factor in those cases, they brought into public focus the problem of disequilibrium between economic freedoms and fundamental social rights since 2008, the era of austerity measures in europe has also called into question the adequacy of labour laws and has revealed that organisations representing collective interests lack the power to significantly influence macro-economic policy laws against strikes, comprising contributions from south african, italian and british legal scholars, examines the right to strike in periods of socio-economic crisis the book aims to contribute to the debates on this issue, by comparing, where appropriate, the operation of the right to strike in south africa with its operation in the european union countries""--page 4 of book cover","strikes and lockouts; labor laws and legislation; strikes and lockouts; labor laws and legislation; labor laws and legislation, international","Social rights,South Africa,Economic freedom,Court of Justice of the European Union,Comparative government,Strikes,Labor laws,Viking Line ABPak v. Laval un Partneri Ltd.,Social crisis,British law,Macroeconomic policy,Comparative law,South African law,Jurisprudence,Industrial relations,Labor laws and legislation,Italian law,Collective bargaining,European Union,Labor unions,Austerity,Socioeconomic crises,Legal scholars,Right to strike,Apartheid,Industrial action.","Social rights,South Africa,Economic rights,European Commission,Comparative government,Striking,Limitation of actions (Labor law),Reinsurance claims,Social problems,Traprain Law (Scotland),Macroeconomics,Comparative law,Law, Luo (Kenya and Tanzania),Jurisprudence,Industrial relations,Labor laws and legislation,Licinian laws,Collective bargaining,European Union,Labor unions,White Australia policy,Poverty traps,Legal historians,Right to strike,Apartheid,Industrial policy",0.33,0.04,0.33,0.39,27.00
media law and ethics,"""the third edition of <em>media law and ethics</em> features a complete updating of all major us supreme court cases and lower court decisions through 1998; more discussion throughout the book on media ethics and the role of ethics in media law; and an updated appendix that now features a copy of the us constitution, new sample copyright and trademark registration forms, and the current versions of major media codes of ethics, including the new code of the society of professional journalists<br><br>extensively updated and expanded chapters provide:<br>*more detailed explanations of the legal system, the judicial process, and the relationship between media ethics and media law;<br>*new cases in this developing area of the law that has attracted renewed attention from the us supreme court;<br>*the new telecommunications act and the communications decency act;<br>*a discussion of telecommunications and the internet;<br>*new developments in access to courts, records, and meetings such as recent court decisions and statutory changes; and<br>*more information about trademark and trade secret laws and recent changes in copyright laws, as well as major court decisions on intellectual property<br><br>the book has also been updated to include new developments in obscenity and indecency laws, such as the communications decency act, and the us supreme court decision in reno vs aclu in addition, the instructor's manual includes a listing of electronic sources of information about media law, sample exams, and a sample syllabus""-- provided by publisher ""this is the first textbook to explicitly integrate both media law and ethics within one volume a truly comprehensive overview, this text is a thoughtful introduction to media law principles and cases and the related ethical concerns relevant to the practice of professional communication with special attention made to key cases and practices, authors roy l moore and michael d murray revisit the most timely and incendiary issues in modern american media exploring where the law ends and ethics begin, each chapter includes a discussion of the ethical dimensions of a specific legal topic the fourth edition includes new legal cases and emerging issues in media law and ethics as well as revised subject and case indexes in addition to a separate chapter devoted exclusively to media ethics by michael farrell, a new chapter on international and foreign law by dr kyu ho youm has also been added resources on the companion website include updated powerpoint presentations, an instructor manual, and a sample syllabus for instructors, and study guides, practice quizzes, and all seven of the book's original appendices for students an excellent integration of both law and ethics, this is the ideal text for undergraduate and graduate courses in media law and ethics""-- provided by publisher",mass media; mass media,"Mass Media,Education,Freedom of Information,Trademark Law,Law,Indecency,Comparative Law,Foreign Law,Obscenity,Media Studies,Professional Communication,Media Law,Ethics,Telecommunications Law,Media Ethics,Journalism Ethics,Access to Information,Copyright Law,Internet Law,Academic Publishing,Textbooks.,Law and Ethics,Journalism,Communications Law,Intellectual Property,Communications Decency Act,International Law,Reno v. ACLU","Mass media,Education,Freedom of information,Functionality (Trademark law),Law,Premarital sex,Comparative law,International law,Death threats,Mass media and education,Communication specialists,Law in mass media,Ethics,Telecommunication policy,Ethical problems on television,Journalistic ethics,Information overload,Copyright,Internet in legal services,Scholarly publishing,Textbooks,Law and ethics,Journalism,Communication in law,Intellectual property,Communication in law enforcement,International law,Constitutional amendments",1.00,0.04,0.26,0.35,27.00
the role of courts in transitional justice : voices from latin america and spain,"""this book examines the role of courts in times of transition the book focuses on judicial experiences from the iberoamerican region, in particular argentina, chile, colombia, spain and guatemala, exploring the extent to which national courts have been able to shoulder the task of investigating and prosecuting grave crimes such as genocide, crimes against humanity and war crimes, committed in the context of a previous repressive rule or current conflict the volume contains contributions from judges, prosecutors, and scholarly experts in the region it offers first-hand experiences and expert findings on crucial issues surrounding the role of the courts including: balancing principles of justice and fundamental concerns about legality and non-retroactivity; security problems facing courts in conflict situations; the immense case load; the role of regional and international courts in aiding their national counterparts; and the cooperation between different and overlapping jurisdictional competences the book also draws attention to the way in which regional and international courts have come to contribute to the initiation of national judicial processes, above all, through international standard-setting and pressure it goes on to articulate a philosophical critique of the dominant understandings of transitional justice because it has not paid sufficient attention to criminal justice in this context, the volume outlines an alternative conceptualisation that seems better equipped to both explain the recent developments towards the 'judicialization' of transitional justice politics while, at the same time, also insisting on the continued need for caution and critical reflection on the role of courts in times of transition""-- provided by publisher","transitional justice; justice, administration of; courts; transitional justice; justice, administration of; courts; international criminal law","Judicial process,Politics,Genocide,Philosophical critique,War crimes,Critical theory,Latin America,International courts,Judicialization,Justice,Regional courts,Jurisdiction,Spain,Courts,Crimes against humanity,Competence,Human rights,International law,Repression,Ibero-American region,Humanitarian law,Standard-setting,Conflict resolution,Transitional justice,Rule of law,Political transition,Accountability","Judicial process,Politics and government,Genocide,Criticism (Philosophy),War crimes,Critical theory,Latin America,International courts,Judicial power,Justice,Courts of special jurisdiction,Jurisdiction,Spain,Courts,Crimes against humanity,Decision-making,Human rights,International law,Repression (Psychology),Parián (Mexico City, Mexico),Humanitarian law,Standardization,Conflict management,Transitional justice,Rule of law,Political development,Responsibility",0.60,0.11,0.52,0.51,28.00
global trade and international law,"a compilation of selected articles written over the last forty-five years on the legal, political, and policy aspects of international law, foreign policy, international relations, and global trade it concludes with recent blog posts written from 2011-2012 on trade issues such as money laundering, resources nationalism, global taxation, foreign corruption, asean, currency wars, and cyber espionage the whole reflects the changing emphasis in the larger society from broader political questions to the economic and security issues of this decade--provided by publisher",international law; international relations; international trade; foreign trade regulation; foreign trade regulation,"Legal Aspects,Taxation,Economic Development.,Global Economic Conditions,Corruption,Security Issues,Currency,Nationalism,Cyber Espionage,International Relations,Political Science,Foreign Policy,International Cooperation,International Economic Relations,ASEAN,Economic Aspects,Economic Policy,Globalization,Money Laundering,Economic Security,Global Trade,International Law","Legal opinions,Taxation,Economic development,Economic conditions,Corruption,Internal security,Currency question,Nationalism,Espionage,International relations,Political science,Diplomacy,International cooperation,International economic relations,Southeast Asia,Economic aspects,Economic policy,Globalization,Money laundering,Economic security,International trade,International law",0.75,0.14,0.40,0.55,22.00
misuse of market power : rationale and reform,"""laws prohibiting unilateral anticompetitive conduct have been the subject of vigorous international debate for decades, as policymakers, antitrust scholars and agencies continue to disagree over how best to regulate the market conduct of a single firm with substantial market power katharine kemp describes the controversy over australia's misuse of market power laws in recent years, which mirrored the international debate in this sphere, and culminated in the fundamental reform of the misuse of market power prohibition under the competition and consumer act 2010 (cth) in 2017 misuse of market power: rationale and reform explains australia's new misuse of market power law, which adopts an 'effects-based test' for unilateral conduct, and makes a comparative analysis between australian tests for unilateral anticompetitive conduct and tests from the us and the eu this text also illuminates the frequently-mentioned, but little understood, concept of 'purpose' and its role in framing unilateral conduct standards""-- provided by publisher",antitrust law; industrial concentration,"Monopolies,Economic policy,EU law,Business ethics.,Market power,Antitrust law,Regulation of business,Misuse of power,Effects-based test,Purpose (philosophy),Comparative law,Law reform,US antitrust law,Australia,Competition and Consumer Act 2010,Economic regulation,Anticompetitive practices,Business regulation,Unilateral conduct,Competition law","Monopolies,Economic policy,Set-off and counterclaim (Roman-Dutch law),Business ethics,Market share,Antitrust law,Price regulation,Countervailing power,Effect sizes (Statistics),Need (Philosophy),Comparative law,Law reform,Antitrust law,Australia,Price regulation,Regulation,Sexual ethics for youth,Regulation,Conduction,Prize law",0.50,0.06,0.28,0.37,17.00
corruption : a glossary of international standards in criminal law,"this glossary explains the key elements required to classify corruption as a criminal act, according to three major international conventions: (1) the oecd convention on combating bribery of foreign public officials in international business transactions; (2) the council of europe's criminal law convention on corruption; and (3) the united nation's convention against corruption the glossary examines and elaborates on the requirements of the conventions and explains how they can be effectively introduced into the national legislation the glossary is also a practical tool for monitoring country compliance with the international anti-corruption conventions, as well as raising awareness of these conventions--publisher's description",corruption; bribery; criminal law; international cooperation,"Bribery,Anti-corruption measures,Council of Europe's Criminal Law Convention on Corruption,International business transactions,Criminal law,Compliance,Legislation,Criminal law conventions,United Nations Convention against Corruption,OECD Convention on Combating Bribery of Foreign Public Officials in International Business Transactions,Corruption,Law","Bribery,Corruption investigation,Set-off and counterclaim (Roman-Dutch law),International business enterprises,Criminal law,Compliance,Legislation,Illegal juristic acts,United Nations Decade of International Law, 1990-1999,Third party countermeasures (International law),Corruption,Law",0.75,0.23,0.53,0.62,13.00
madam chief justice : jean hoefer toal of south carolina,"""in madam chief justice, editors w lewis burke jr and joan p assey chronicle the remarkable career of jean hoefer toal, south carolina's first female supreme court chief justice as a lawyer, legislator, and judge, toal is one of the most accomplished womenin south carolina history in this volume, contributors, including two united states supreme court justices, federal and state judges state leaders, historians, legal scholars, leading attorneys, family, and friends, provide analysis, perspective, and biographical information about the life and career of this dynamic leader and her role in shaping south carolina growing up in columbia during the 1950s and 60s, jean hoefer was a youthful witness to the civil rights movement in the state and nation observing the state's premier civil rights lawyer matthew j perry jr in court encouraged her to attend law school, where she met her husband, bill toal when she was admitted to the south carolina bar in 1968, fewer than one hundred women had been admitted in the state's history from then forward she was both a leader and a role model as a lawyer she excelled in trial and appellate work and won major victories on behalf of native americans and women in 1975, toal was elected to the south carolina house of representatives and despite her age and gender quickly became one of the most respected members of that body during her fourteen years as a house member, toal promoted major legislation on many issuesincluding constitutional law, criminal law, utilities regulation, local government, state appropriations, workers compensation, and freedom of information in 1988, toal was sworn in as the first female justice on the supreme court of south carolina, where she made her mark through her preparation and insight she was elected chief justice in 2000, becoming the first woman ever to hold the highest position in the state's judiciary as chief justice, toal not only modernized her court, but also the state's judicial system as toal's two daughters write in their chapter, the traits their mother brings to her professional life--exuberance, determination, and loyalty--are the same traits she demonstrates in her personal and family life as a child, toal loved roller skating in the lobby of the post office,a historic building that now serves as the supreme court of south carolina from a child in columbia to madam chief justice, her story comes full circle in this compelling account of her life and influence madam chief justice features a foreword by sandra day o'connor, retired associate justice of the united state supreme court, and an introduction by ruth bader ginsburg, an associate justice of the united states supreme court""-- provided by publisher",women judges,"Supreme Court of South Carolina,State appropriations,Constitutional law,Jean Hoefer Toal,Female lawyers,Women lawyers,Women,Female politicians,Women's history,Women's empowerment,Women in law,Women in leadership,Women in the United States Supreme Court,Biography,Ruth Bader Ginsburg.,Women judges,Civil rights movements,Native American rights,Politics and government,Local government,Female judges,Judicial administration,Criminal law,Civil rights lawyers,United States. Supreme Court,Women justices,Sandra Day O'Connor,Judicial reform,Chief justices,Role models,South Carolina,Columbia (S.C.),Lawyers,Leadership,Women in politics,Freedom of information,Women's rights,Judges,Women in the judiciary,Workers' compensation,Women's leadership,Utilities regulation","J. Waties Waring Judicial Center (Charleston, S.C.),Appropriations and expenditures, State,Constitutional law,Madurese authors,Women lawyers,Women lawyers,Women,Women politicians,Women's History Week,Leadership in women,Women lawyers,Leadership in women,Women justices of the peace,Biography,Rendell, Ruth, 1930-2015,Women judges,Civil rights movements,Tribal citizenship,Politics and government,Local government,Women judges,Court administration,Criminal law,Civil rights lawyers,United States. Department of Justice,Women judges,Hurricane Audrey, 1957,Recall of judicial decisions,Justices of the peace,Role models,South Carolina,Columbia (S.C.),Lawyers,Leadership,Women politicians,Freedom of information,Women's rights,Judges,Women judges,Workers' compensation,Leadership in women,Public utilities",1.00,0.03,0.19,0.32,39.00
greening eu competition law and policy,"""one of the fundamental challenges currently facing the eu is that of reconciling its economic and environmental policies nevertheless, the role of environmental protection in eu competition law and policy has often been overlooked recent years have witnessed a shift in environmental regulation from reliance on command and control to an increased use of market-based environmental policy instruments such as environmental taxes, green subsidies, emissions trading and the encouragement of voluntary corporate green initiatives by bringing the market into environmental policy, such instruments raise a host of issues that competition law must address this interdisciplinary treatment of the interaction between these key eu policy areas challenges the view that eu competition policy is a special case, insulated from environmental concerns by the overriding efficiency imperative, and puts forward practical proposals for achieving genuine integration""-- provided by publisher",antitrust law; environmental law,"EU law,Economic policy,Environmental taxes,Environmental protection,Environmental policy,Emissions trading,Corporate social responsibility,Competition law,EU policy,Interdisciplinary research,Sustainability.,European Union,Subsidies,Market-based instruments","Set-off and counterclaim (Roman-Dutch law),Economic policy,Environmental impact charges,Environmental protection,Environmental policy,Emissions trading,Social responsibility of business,Prize law,Economic sanctions, European,Interdisciplinary research,Sustainability,European Union,Subsidies,Weighing instruments industry",0.00,0.00,0.00,0.38,15.00
normative jurisprudence : an introduction,"""this book aims to reinvigorate normative legal scholarship that both criticizes positive law and suggests reforms for it, on the basis of stated moral values and legalistic ideals""-- provided by publisher ""normative jurisprudence aims to reinvigorate normative legal scholarship that both criticizes positive law and suggests reforms for it, on the basis of stated moral values and legalistic ideals it looks sequentially and in detail at the three major traditions in jurisprudence - natural law, legal positivism, and critical legal studies - that have in the past provided philosophical foundations for just such normative scholarship over the last fifty years or so, all of these traditions, although for different reasons, have taken a number of different turns - toward empirical analysis, conceptual analysis, or foucaultian critique - and away from straightforward normative criticism as a result, normative legal scholarship - scholarship that is aimed at criticism and reform - is now lacking a foundation in jurisprudential thought the book criticizes those developments and suggests a return, albeit with different and in many ways larger challenges, to this traditional understanding of the purpose of legal scholarship""-- provided by publisher",jurisprudence,"Moral values,Legal positivism,Philosophy.,20th century,Law and ethics,Jurisprudence,Law,History,Legal scholarship,Foucaultian theory,Critical legal studies,Legal reform,Philosophy of law,Legal criticism,Natural law","Moralities,Legal positivism,Philosophy,20th century,Law and ethics,Jurisprudence,Law,History,Master of laws degree,Foucault's pendulum,Critical legal studies,Law reform,Law (Philosophical concept),Legal opinions,Natural law",1.00,0.07,0.26,0.52,15.00
organ transplants from executed prisoners : an argument for death sentence organ removal statutes,"""in its second edition, this book continues the debate on whether transplantable organs of executed capital felons should be used to save lives it provides relevant data and information necessary for making an informed and intelligent decision on this matter the author argues that the constitution supports the removal of transplantable organs from executed capital felons""-- provided by publisher","donation of organs, tissues, etc; capital punishment; dead bodies (law)","Organ Donation,Organ Transplantation,Medical Jurisprudence,Transplantation of Organs,Social Medicine,Constitutional Law,Bioethics,Capital Punishment,Human Rights,Prisoners,Medical Ethics,Legal Ethics,Death Row","Organ donors,Organ stops,Medical jurisprudence,Transplantation of organs, tissues, etc,Social medicine,Constitutional law,Bioethics,Capital punishment,Human rights,Prisoners,Medical ethics,Legal ethics,Death row",0.60,0.20,0.52,0.59,15.00
processes and production methods (ppms) in wto law : interfacing trade and social goals,"""despite a decades-long debate, starting with the 'tuna-dolphin' disputes of the 1990s, questions on the status of national regulatory measures linked to processes and production methods in wto law have yet remained unsolved likewise, labelling requirements relating to unincorporated aspects of a product's life cycle remain strongly contested these ongoing disputes at the wto as well as global social and environmental challenges related to economic activities show how topical and important the search for adequate answers still is processes and production methods (ppms) in wto law identifies and comprehensively analyses the key legal problems concerning such measures, setting them in the context of the current debate and its economic and regulatory background christiane r conrad develops a new approach to this debate which draws on the objectives and established economic rationales of the wto agreements""--provided by publisher",foreign trade regulation,"Regulatory law,Processes and production methods,Globalization.,Production methods,Economic activities,Unincorporated aspects,National regulatory measures,Environmental goals,Product life cycle,Regulatory policy,Labeling requirements,Social goals,Sustainable development,WTO agreements,Economic regulation,International trade law,Environmental protection,Social responsibility,Trade regulation","Regulation,Production methods,Globalization,Production methods,Economic specialization,Dirichlet forms,Government regulation of ...,Environmental responsibility,Product life cycle,Regulation,Labeling,Social role,Sustainable development,Trade regulation,Regulation,Contracts (International law),Environmental protection,Social rights,Trade regulation",0.00,0.00,0.00,0.31,15.00
competition law and the enforcement of article 102,"""with incisive and thought-provoking contributions from both leading academics and practitioners, this book addresses in detail the major areas in relation to the commission guidance paper on applying article 82 of the ec treaty (now article 102) the paper has been at the center of much of the recent debate on antitrust policy in europe and has generated significant controversy and intense debate the authors contend that the guidance from the commission is on the one hand entirely justifiable in its focus on consumer harm in identifying what constitutes an abuse, but that on the other it is not consistent enough in its message, nor indeed does it offer enough structural guidance on the practical application of the approach the book addresses all of these concerns, considers the reform of article 102, and identifies the challenges inherent in its enforcement, looking for instance at enforcement in certain sectors, such as the high tech sector the book considers recent seminal antitrust cases such as the microsoft case to illuminate and better understand abuse of dominance it brings a line of clarity to often contradictory messages and in so doing provides invaluable practical guidance to enforcers and practitioners alike the editors combine the insight of a leading international economist and an experienced antitrust scholar, and the contributions are linked by a common emphasis on a strong economic approach to antitrust enforcement""-- provided by publisher",antitrust law,"Antitrust enforcement,Article 102,Antitrust policy,Microsoft Corporation,Antitrust law,High technology,Abuse of dominance,Reform of law.,Economic approach,European Union,Consumer protection,Competition law","Antitrust law,Article,Antitrust law,Microsoft software,Antitrust law,High technology,Dominance (Psychology),Law reform,Economic conversion,European Union,Consumer protection,Prize law",1.00,0.10,0.39,0.37,10.00
a world without privacy : what law can and should do?,"""recent revelations about america's national security agency offer a stark reminder of the challenges posed by the rise of the digital age for american law these challenges refigure the meaning of autonomy and the meaning of the word ""social"" in an age of new modalities of surveillance and social interaction, as well as new reproductive technologies and the biotechnology revolution each of these developments seems to portend a world without privacy, or at least a world in which the meaning of privacy is radically transformed, both as a legal idea and a lived reality each requires us to rethink the role that law can and should play in responding to today's threats to privacy can the law keep up with emerging threats to privacy? can it provide effective protection against new forms of surveillance? this book offers some answers to these questions it considers several different understandings of privacy and provides examples of legal responses to the threats to privacy associated with new modalities of surveillance, the rise of digital technology, the excesses of the bush and obama administrations, and the continuing war on terror""-- provided by publisher ""recent revelations about america's national security agency offer a stark reminder of the challenges posed by the rise of the digital age for american law these challenges refigure the meaning of autonomy and the meaning of the word ""social"" in an age of new modalities of surveillance and social interaction, as well as new reproductive technologies and the biotechnology revolution each of these developments seems to portend a world without privacy, or at least a world in which the meaning of privacy is radically transformed, both as a legal idea and a lived reality""-- provided by publisher","privacy, right of; surveillance detection","Digital Rights,Surveillance,National Security,Social Interactions,Privacy,Public Policy.,Constitutional Law,Reproductive Technology,Autonomy,Computer Security,Information Technology,Biotechnology,Administrative Law,Law and Legislation,Civil Liberties,Digital Age,War on Terror,Government Accountability","Digital rights management,Surveillance of,National security,Social interaction,Privacy,Public policy,Constitutional law,Reproductive technology,Autonomy,Computer security,Information technology,Biotechnology,Administrative law,Law and legislation,Equal rights amendments,Digital television,War on Terrorism, 2001-2009,Government accountability",0.33,0.05,0.26,0.38,19.00
"duties to care : dementia, relationality, and law","""this series of books was founded by cambridge university press with alexander mccall smith as its first editor in 2003 it focuses on the law's complex and troubled relationship with medicine across both the developed and the developing world since the early 1990s, we have seen in many countries increasing resort to the courts by dissatisfied patients and a growing use of the courts to attempt to resolve intractable ethical dilemmas""-- provided by publisher",medical care; mental health laws; dementia; medical ethics; dementia; interpersonal relations,"Relationality,Medical law,Healthcare law,Dementia,Law and ethics,Law and medicine,Medical jurisprudence,Elder law,Medical ethics,Patient rights,Elder care","Relations,Medical laws and legislation,Medical laws and legislation,Dementia,Law and ethics,Medical jurisprudence,Medical jurisprudence,Law, Akan,Medical ethics,Patient compliance,Home care",0.40,0.20,0.40,0.63,10.00
constitutional and administrative law,"""constitutional and administrative law remains highly popular with undergraduates for its clear writing style, and the ease with which the author expertly guides the reader through the key principles of public law the sixth edition incorporates all significant new developments in this ever-changing area constitutional and administrative law includes a range of useful features to help students get to grips with the subject matter these include extensive further reading suggestions to support additional research, and a large number of self-test questions to help students reinforce their knowledge highly praised by students and lecturers alike, this book is a must for undergraduates of all levels <strong>online resource centre</strong> this book is accompanied by an online resource centre, offering the following useful resources: - twice-yearly updates, providing easy access to changes and developments in the law - annotated further reading, to help students select the books and journal ariticles which best suit their needs - a selection of web links to support additional research""--provided by publisher",constitutional law; constitutional law,"Administrative law,Constitutional law,Law updates.,Legal research,Government,Politics,Higher education,Education,Public law,Law,Undergraduate education,Online resources","Administrative law,Constitutional law,Law reporting,Legal research,Government,Politics and government,Education (Higher),Education,Public law,Law,Undergraduates,Information resources",1.00,0.08,0.27,0.46,12.00
madison's music : on reading the first amendment,"""are you sitting down? it turns out that everything you learned about the first amendment is wrong for too long, we've been treating small, isolated snippets of the text as infallible gospel without looking at the masterpiece of the whole legal luminary burt neuborne argues that the structure of the first amendment as well as of the entire bill of rights was more intentional than most people realize, beginning with the internal freedom of conscience and working outward to freedom of expression and finally freedom of public association this design, neuborne argues, was not to protect discrete individual rights--such as the rights of corporations to spend unlimited amounts of money to influence elections--but to guarantee that the process of democracy continues without disenfranchisement, oppression, or injustice neuborne, who was the legal director of the aclu and has argued numerous cases before the supreme court, invites us to hear the ""music"" within the form and content of madison's carefully formulated text when we hear madison's music, a democratic ideal flowers in front of us, and we can see that the first amendment gives us the tools to fight for campaign finance reform, the right to vote, equal rights in the military, the right to be full citizens, and the right to prevent corporations from riding roughshod over the weakest among us neuborne gives us an eloquent lesson in democracy that informs and inspires""-- provided by publisher",civil rights; constitutional history,"Neuborne,United States,1751-1836,Constitutional law,Madison,Freedom of association,Democracy,James,Political corruption,Voting,Campaign funds.,Burt,Politics and government,Freedom of expression,United States. Constitutional amendments. 1st. Interpretation and construction,Freedom of religion","Selborne,United States,1817-1825,Constitutional law,Madison,Freedom of association,Democracy,James Ossuary,Political corruption,Voting,Campaign funds,Hosiery,Politics and government,Freedom of expression,Constitutional amendments,Freedom of religion",0.00,0.00,0.00,0.37,16.00
responsibility for human rights : transnational corporations in imperfect states,"""responsibility for human rights provides an original theoretical analysis of which global actors are responsible for human rights, and why it does this through an evaluation of the different reasons according to which such responsibilities might be assigned: legalism, universalism, capacity and publicness the book marshals various arguments that speak in favour of and against assigning 'responsibility for human rights' to any state or non-state actor at the same time, it remains grounded in an incisive interpretation of the world we actually live in today, including: the relationship between sovereignty and human rights, recent events in 'business and human rights' practice, and key empirical examples of human rights violations by companies david karp argues that relevantly public actors have specific human rights responsibility however, states can be less public, and non-state actors can be more public, than might seem apparent at first glance""-- provided by publisher",human rights; international business enterprises; social responsibility of business,"Business ethics,Transnational corporations,International relations,Law.,International law,State sovereignty,Corporations,Globalization,Non-state actors,Public administration,Human rights violations,Political science,Human rights,Responsibility","Business ethics,Corporations, Foreign,International relations,Law,International law,Sovereignty,Corporations,Globalization,Non-state actors (International relations),Public administration,Liability for human rights violations,Political science,Human rights,Responsibility",0.33,0.07,0.27,0.53,14.00
living with guns : a liberal's case for the second amendment,"""america's war over gun control has raged since the 1960s in 2008, the supreme court startled the left by concluding that with the second amendment the founders elevated ""above all other interests"" the right to bear arms ""in defense of hearth and home"" liberals feared the nra would succeed in rolling back regulations nationwide discussion about guns in america has been stalemated, shortcircuited, and dominated by rigidly and mutually intolerant ideologies yet we may be closer to a solution than either side may imagine in living with guns, veteran new york times editor craig whitney carefully reexamines america's relationship with guns, showing how guns are an important part of american culture the earliest colonists needed them to survive we have nearly 300 million of them today trying to restrict gun ownership doesn't effectively deter crime--we need to get serious about what actually works whitney shows that, if we focus on controlling violence rather than guns themselves, the second amendment may not be so lethal as the left would like to think""-- provided by publisher ""a longtime new york times editor reexamines america's long relationship with guns, finding less than meets the eye in arguments for greater gun regulation""-- provided by publisher",firearms; gun control,"United States,Firearms,Right to bear arms,Gun ownership,Violence control,Gun control,Crime prevention,NRA (National Rifle Association),Gun control debate,Politics and government,Gun culture,Second Amendment,Social movements,Law and legislation","United States,Firearms,Vested rights,Firearms ownership,Threats of violence,Gun control,Crime prevention,National service,Gun control,Politics and government,Firearms in popular culture,Pre-emption rights (United States),Social movements,Law and legislation",1.00,0.15,0.78,0.49,13.00
